Brand,Price,Released Date,OS,Display,Camera,RAM,Battery
Lenovo,"৳15,900.00","2019, May",Android 9.0,"6.3"" 1080x2340 pixels",16MP 1080p,6GB RAM Snapdragon 710,4050mAh Li-Po
LG,Coming soon,"2019, April",Android 8.1,"5.7"" 720x1440 pixels",16MP 1080p,3GB RAM MT6762 Helio P22,3000mAh Li-Ion
LG,"৳18,000.00","2019, August",Android 9.0,"6.26"" 720x1520 pixels",13MP 1080p,3GB RAM,3500mAh Li-Ion
Honor,"৳22,900.00","2019, April",Android 9.0; EMUI 9,"6.21"" 1080x2340 pixels",24MP 1080p,6GB RAM Hisilicon Kirin 710,3400mAh Li-Po
Vivo,Coming soon,"2018, December",Android 8.1; Funtouch 4.5,"6.2"" 720x1520 pixels",13MP 1080p,4GB RAM MT6762 Helio P22,4030mAh Li-Po
LG,Coming soon,"2019, June",Android 9.0,"6.2"" 1080x2248 pixels",16MP 2160p,6GB RAM Snapdragon 855,3550mAh Li-Po
ZTE,"৳56,990.00","2019, May",Android 9.0; MiFavor 9.1,"6.47"" 1080x2340 pixels",48MP 2160p,12GB RAM Snapdragon 855,4000mAh Li-Ion
Honor,"৳56,990.00","2019, July",Android 9.0; Magic 2.1,"6.26"" 1080x2340 pixels",48MP 2160p,8GB RAM HiSilicon Kirin 980,4000mAh Li-Po
Xiaomi,"৳49,999.00","2019, June",Android 9.0; MIUI 10,"6.39"" 1080x2340 pixels",48MP 2160p,8GB RAM Snapdragon 855,4000mAh Li-Po
Xiaomi,"৳19,999.00 ৳18,999.00","2019, May",Android 9.0; MIUI 10,"6.3"" 1080x2340 pixels",48MP 1080p,4GB RAM Snapdragon 660,4000mAh Li-Po
Alcatel,"৳6,990.00","2019, Q1",Android 8.1 Oreo,"5.0"" 480x960 pixels",6MP 720p,1GB RAM Spreadtrum SC7731E,2460mAh
Alcatel,"৳11,500.00","2019, Q1",Android 8.1,"5.94"" 720x1560 pixels",13MP 1080p,2GB RAM Snapdragon 429,3500mAh Li-Ion
Alcatel,"৳15,990.00","2019, Q1",Android 8.1,"5.94"" 720x1560 pixels",13MP 1080p,3GB RAM Snapdragon 439,3500mAh Li-Ion
Alcatel,"৳10,990.00","2019, Q1",Android 9.0,"5.5"" 720x1440 pixels",13MP 1080p,3GB RAM Unisoc SC9863A,3060mAh Li-Ion
Alcatel,"৳10,490.00","2019, Q1",Android 8.1,"5.5"" 720x1440 pixels",13MP 1080p,2GB RAM MT6739,3000mAh
General Mobile,"৳23,990.00","February, 2018","Android OS, v8.0 Oreo","5.7"" 720 x 1440 pixels",13 MP 1080p,3 GB Qualcomm Snapdragon 435,3075 mAh Li-ion
OnePlus,"৳42,000.00","2019, June",Android 9.0; OxygenOS 9,"6.67"" 1440x3120 pixels",48MP 2160p,12GB RAM Snapdragon 855,4000mAh Li-Po
Oppo,"৳24,990.00","2019, May",Android 9.0; ColorOS 6,"6.53"" 1080x2340 pixels",48MP 1080p,6GB RAM MT6771V Helio P70,4020mAh Li-Po
Huawei,"৳85,990.00","2019, July",Android 9.0; EMUI 9,"7.2"" 1080x2244 pixels",40MP 2160p,8GB RAM HiSilicon Kirin 980,4200mAh Li-Po
Asus,"৳44,000.00","2019, May","Android 9.0, ZenUI 6","6.4"" 1080x2340 pixels",48MP 2160p,8GB RAM Snapdragon 855,5000mAh Li-Po
Symphony,"৳4,990.00 ৳4,790.00","2016, February",Android v6.0,"5.0"" 854 x 480 pixels",5 MP 720p,1 GB,2000 mAh Li-ion
Symphony,"৳5,990.00","2016, February",Android 5.1,"4.7"" 960 x 540 pixels",8 MP 720,1 GB,Li-ion 3000 mAh battery
UmiDigi,"৳19,990.00 ৳13,990.00","October , 2018",Android 8.1,"5.99"" 720 x 1520 pixels",12 MP 1080p,4 GB RAM MediaTek Helio P23 MT6763V,3550 mAh battery
Motorola,"৳11,990.00 ৳9,490.00","2017, June",Android 7.1.1,"5.5"" 720x1280 pixels",13MP 720p,3GB RAM MT6737,5000mAh Li-Ion
UmiDigi,"৳15,990.00 ৳10,400.00","October, 2018",Android 8.1,"5.99"" 720 x 1520 pixels",12MP 1080p,4GB MediaTek Helio P23 MT6763V,3550mAh Li-Po
Huawei,"৳26,990.00","2019, July","Android 9.0, EMUI 9.1","6.4"" 1080x2310 pixels",16MP 1080p,4GB RAM Hisilicon Kirin 710,4000mAh Li-Po
Oppo,"৳37,990.00","2019, June",Android 9.0; ColorOS 6,"6.4"" 1080x2340 pixels",48MP 2160p,6GB RAM Helio P90,4035mAh Li-Po
Xiaomi,Coming soon,Not announced yet,Android 9.0,"6.39"" 1080x2340 pixels",48MP 2160p,6GB RAM Snapdragon 855,3600mAh Li-Po
Xiaomi,"৳11,499.00 ৳10,499.00","2019, June",Android 9.0; MIUI 9,"5.45"" 720x1440 pixels",13MP 1080p,3GB RAM Snapdragon 439,4000mAh Li-Po
Infinix,"৳10,000.00","2019, April",Android 9.0,"6.2"" 720x1520 pixels",13MP 1080p,6GB RAM MT6762 Helio P22,4000mAh Li-Po
ZTE,"৳14,990.00","2018, December",Android 8.1,"5.45"" 720x1440 pixels",13MP 1080p,3GB RAM Snapdragon 425,3200mAh Li-Ion
Asus,"৳44,000.00","2019, May","Android 9.0, ZenUI 6","6.4"" 1080x2340 pixels",48MP 2160p,8GB RAM Snapdragon 855,5000mAh Li-Po
Realme,"৳21,500.00 ৳20,000.00","2019, July",Android 9.0; ColorOS 6,"6.53"" 1080x2340 pixels",48MP 2160p,8GB RAM Snapdragon 710,3765mAh Li-Po
Oppo,"৳24,000.00","2019, May",Android 9.0,"6.5"" 1080x2340 pixels",16MP 2160p,8GB RAM Snapdragon 710,3765mAh Li-Po
Tecno,"৳9,990.00","March, 2019",Android 9.0,"6.2"" 720 x 1500 pixels",13 MP 1080p,2 GB MediaTek MT6761,3500mAh Li-ion
Maximus,"৳4,900.00","May, 2019",Android 8.1,"5.45"" 480 x 960 pixels",5 MP 720p,1 GB Mediatek MT6739A,2500mAh Li-ion
ZTE,"৳7,990.00","2019, May",Android 9.0; MiFavor 9.0,"6.01"" 720x1560 pixels",16MP 720p,2/3GB RAM MT6771 Helio P60,3200mAh Li-Ion
Vivo,Coming soon,"2019, May",Android 9.0; Funtouch 9,"6.39"" 1080x2340 pixels",48MP 2160p,8GB RAM Snapdragon 675,3700mAh Li-Po
Symphony,"৳6,190.00","May, 2019",Android 9.0,"5.45"" 720 x 1440 pixels",8 MP 720p,1 GB,4000 mAh Li-ion
Xiaomi,"৳30,000.00",Not announced yet,Android 9.0,"6.39"" 1080 x 2340 pixels",16 MP 2160p,6 GB Qualcomm Snapdragon 855,4100 mAh Li-po
Huawei,"৳26,990.00","2019, June",Android 9.0; EMUI 9,"6.59"" 1080x2340 pixels",16MP 1080p,4GB RAM Hisilicon Kirin 710F,4000mAh Li-Po
Motorola,Coming soon,Not announced yet,Android 9.0,"6.4"" 1080x2340 pixels",48MP 1080p,8GB RAM Snapdragon 855,Li-Ion
Xiaomi,"৳22,999.00 ৳20,999.00","2019, July",Android 9.0; Android One,"6.01"" 720x1560 pixels",48MP 2160p,4GB RAM Snapdragon 665,4030mAh Li-Po
Lava,"৳11,990.00 ৳10,590.00","May, 2019",Android 8.1,"6.22"" 720 x 1520 pixels",13 MP 1080p,3 GB Mediatek MT6762,3500 mAh Li-po
Motorola,"৳47,990.00","2019, June",Android 9.0,"6.4"" 1080x2340 pixels",48MP 1080p,4GB RAM Snapdragon 675,3600mAh Li-Ion
ZTE,"৳40,000.00","2019, May",Android 9.0; Redmagic 2.0,"6.65"" 1080x2340 pixels",48MP 4320p,6-12GB RAM Snapdragon 855,5000mAh Li-Po
OnePlus,"৳68,999.00","2019, May",Android 9.0; OxygenOS 9,"6.67"" 1440x3120 pixels",48MP 2160p,12GB RAM Snapdragon 855,4000mAh Li-Po
Itel,"৳6,990.00","2019, April",Android 8.1,"5.5"" 720 x 1280 pixels",8 MP 720p,1 GB,2350 mAh Li-Ion
Itel,"৳4,490.00","2018, December",Android 8.1,"5.0"" 480 x 854 pixels",5 MP 720p,512 MB,8 GB
Itel,"৳5,390.00","March, 2019",Android 8.1,"5.0"" 720 x 1440 pixels",5 MP 720@30fps,1 GB Mediatek MT6580,2200 mAh Li-Ion
Itel,"৳5,550.00",2019,Android 8.1,"5.5"" 720 x 1520 pixels",8MP 1080p,1 GB MediaTek MT6580,2400 mAh Li-Ion
Google,"৳19,500.00","2019, May",Android 9.0,"6.0"" 1080x2160 pixels",12MP 2160p,4GB RAM Snapdragon 670,3700mAh Li-Po
Google,"৳34,990.00","2019, May",Android 9.0,"5.6"" 1080x2220 pixels",12MP 2160p,4GB RAM Snapdragon 670,3000mAh Li-Po
Symphony,"৳6,190.00","May, 2019",Android 8.1 (Oreo),"5.45"" 720x1440 pixels",8 MP 720p,1 GB,2500 mAh Li-ion
Allview,"৳32,990.00","2019, April",Android 9.0,"6.39"" 1080x2340 pixels",16MP 1080p,4GB RAM MT6771T Helio P60,3450mAh Li-Po
Vivo,"৳15,000.00","2019, May",Android 9.0; Funtouch 9,"6.26"" 1080x2280 pixels",13MP 1080p,4GB RAM Snapdragon 660,3260mAh Li-Ion
Motorola,"৳13,000.00","2019, August",Android 9.0,"5.5"" 720x1440 pixels",13MP 1080p,2GB RAM Snapdragon 435,3000mAh Li-Ion
Panasonic,"৳11,990.00","2019, March",Android 7.0,"5.5"" 1080x1920 pixels",13MP 1080p,4GB RAM,4000mAh Li-Ion
Maximus,"৳4,950.00",2019,Android 8.1,"5.45"" 480x960 pixels",8 MP 720p,1 GB Mediatek MT6739,2200 mAh Li-ion
Maximus,"৳4,199.00",2019,Android 6.0,"5.0"" 720x1280 pixels",5 MP 720p,1 GB,2000 mAh Li-ion
Maximus,"৳6,999.00 ৳5,999.00",2019,Android 8.1,"5.45"" 720x1440 pixels",8 MP 720pp,16 GB Mediatek MT6739,2400 mAh Li-ion
Maximus,"৳5,750.00 ৳4,200.00","March, 2019",Android 8.1,"5.45"" 720x1440 pixels",8 MP 720pp,16 GB Mediatek MT6739,2000 mAh Li-ion
Walton,"৳6,799.00 ৳6,399.00","April, 2019",Android 8.1 (Oreo),"5.35"" 480x960 pixels",8MP 720p,2GB,2250mAh Li-ion
Oppo,"৳42,990.00","2019, May",Android 9.0; ColorOS 6,"6.53"" 1080x2340 pixels",48MP 1080p,6GB RAM Helio P70,4000mAh Li-Po
Itel,"৳6,190.00","May, 2019",Android 8.1,"5.5"" 720x1280 pixels",8 MP 720p,1 GB MediaTek MT6580,3850 mAh Li-ion
Apple,"৳34,999.00 ৳29,999.00","2014, September","iOS 8, up to iOS 12.2","4.7"" 750x1334 pixels",8MP 1080p,1GB RAM Apple A8,1810mAh Li-Po
Infinix,Coming soon,"2019, March",Android 9.0,"6.2"" 720x1440 pixels",13MP 1080p,6GB RAM MT6757T Helio P25,4000mAh Li-Po
Infinix,"৳9,500.00","2019, April",Android 9.0,"6.2"" 720x1520 pixels",13MP 1080p,3GB RAM MT6761 Helio A22,3500mAh Li-Po
Oppo,"৳23,990.00","2019, April",Android 9.0; ColorOS 6,"6.53"" 1080x2340 pixels",16MP 1080p,6GB RAM Helio P70,4020mAh Li-Po
Oppo,"৳83,990.00","2019, May",Android 9.0; ColorOS 6,"6.6"" 1080x2340 pixels",48MP 2160p,8GB RAM Snapdragon 855,4065mAh Li-Po
Huawei,"৳11,499.00 ৳10,999.00","2019, May",Android 9.0; EMUI 9,"5.71"" 720x1520 pixels",13MP 1080p,2GB RAM MT6761 Helio A22,3020mAh Li-Ion
Xiaomi,"৳15,999.00 ৳14,999.00","2019, April",Android 9.0; MIUI 9,"6.26"" 720x1520 pixels",12MP 1080p,4GB RAM Snapdragon 632,4000mAh Li-Po
Oppo,"৳10,990.00","2019, May",Android 9.0; ColorOS 6,"6.1"" 720x1560 pixels",8MP 1080p,2GB RAM MT6762 Helio P22,4000mAh Li-Po
Meizu,"৳39,990.00","2019, April",Android 9.0; Flyme 7.3,"6.2"" 1080x2232 pixels",48MP 2160p,8GB RAM Snapdragon 855,3600mAh Li-Po
Realme,"৳8,990.00","2019, May",Android 9.0; ColorOS 6 Lite,"6.1"" 720x1560 pixels",13MP 1080p,3GB RAM MT6762 Helio P22,4000mAh Li-Ion
Realme,"৳15,500.00 ৳15,000.00","2019, May",Android 9.0; ColorOS 6,"6.3"" 1080x2340 pixels",16MP 2160p,6GB RAM Snapdragon 710,4045mAh Li-Ion
Lenovo,"৳37,990.00","2019, April",Android 9.0; ZUI 11,"6.39"" 1080x2340 pixels",48MP 2160p,12GB RAM Snapdragon 855,4000mAh Li-Po
Walton,"৳6,499.00","2019, May",Android 8.1 (Oreo),5.99 inch 960x480,8 MP 1080p,1 GB DDR3,
Asus,Coming soon,"2019, May",Android 8.0 Oreo; ZenUI 5,"5.5"" 720x1440 pixels",13MP 1080p,2GB RAM Snapdragon 425,3000mAh Li-Ion
Vivo,"৳22,990.00 ৳20,990.00","2019, April",Android 9.0; Funtouch 9,"6.35"" 720x1544 pixels",13MP 1080p,4GB RAM MT6765 Helio P35,5000mAh Li-Po
Honor,"৳15,000.00","2019, April",Android 9.0; EMUI 9,"6.21"" 1080x2340 pixels",24MP 1080p,6GB RAM Hisilicon Kirin 710,3400mAh Li-Po
Honor,"৳10,499.00","2019, April","Android 9.0, EMUI 9.0","5.71"" 720x1520 pixels",13MP 1080p,3GB RAM MT6761 Helio A22,3020mAh Li-Ion
Huawei,"৳15,990.00","2018, April",Android 8.0; EMUI 8,"5.99"" 720x1440 pixels",13MP 1080p,3GB RAM Snapdragon 430,3000mAh Li-Ion
Vivo,"৳19,990.00","2018, July",Android 8.1 (Oreo),6.22 inches,"Dual: 13 MP, 2 MP",4 GB,3260 mAh Battery
Samsung,"৳15,990.00","2019, April",Android 9.0; One UI,"6.4"" 720x1560 pixels",13MP 1080p,3GB RAM Exynos 7884,4000mAh Li-Po
Honor,"৳19,990.00","2019, April",Android 9.0; EMUI 9,"6.09"" 720x1560 pixels",13MP 1080p,3GB RAM MT6765 Helio P35,3020mAh Li-Po
Vivo,Coming soon,"2019, April",Android 9.0; Funtouch 9,"6.7"" 1080x2460 pixels",48MP 2160p,8GB RAM Snapdragon 710,4000mAh Li-Po
Samsung,"৳16,990.00","2019, May",Android 9.0; One UI,"5.8"" 720x1560 pixels",13MP 1080p,3GB RAM Exynos 7884,3000mAh Li-Po
Infinix,"৳12,990.00 ৳8,990.00","April, 2018",Android Oreo v8.0,"5.7"" 720x1440 pixels",13MP 1080p,3GB RAM Snapdragon 430,4000mAh Li-Po
Samsung,"৳77,490.00 ৳59,490.00","2019, May",Android 9.0; One UI,"6.7"" 1080x2400 pixels",48MP 2160p,8GB RAM Snapdragon 730,3700mAh Li-Po
Infinix,"৳7,990.00","July, 2018",Android 8.1,"5.5"" 720x1440 pixels",13MP 1080p,2GB RAM,3050mAh Li-Ion
Infinix,"৳11,990.00","May, 2018",Android 8.0,"6.0"" 720x1440 pixels",13MP 1080p,3GB RAM Snapdragon 425,4000mAh Li-Po
Samsung,Coming soon,"Exp. announcement 2019, April",Android 9.0,"6.7"" 1080x2400 pixels",48MP 1080p,8GB RAM Snapdragon 7150,3700mAh Li-Po
Oppo,"৳79,990.00","2019, June",Android 9.0; ColorOS 6,"6.6"" 1080x2340 pixels",48MP 2160p,8GB RAM Snapdragon 855,4065mAh Li-Po
Lenovo,"৳17,990.00","2019, April",Android 9.0,"6.22"" 720x1520 pixels",12MP 1080p,4GB RAM MT6762 Helio P22,3300mAh Li-Ion
Oppo,"৳18,990.00","2019, May",Android 8.1; ColorOS 5.2,"6.2"" 720x1520 pixels",13MP 1080p,4GB RAM MT6765 Helio P35,4230mAh Li-Ion
Tecno,"৳12,990.00","April, 2019",Android 9 (Pie),"6.2"" 720 x 1520 pixels",13 MP 1080p,3 GB RAM MediaTek Helio A22,3500 mAh Li-ion
Nokia,"৳31,500.00","2019, April",Android 9.0; Android One,"6.39"" 1080x2316 pixels",48MP 2160p,6GB RAM Snapdragon 660,3500mAh Li-Po
Xiaomi,Coming soon,Not announced yet,Android 9.0; MIUI 10,"6.39"" 1080x2340 pixels",48MP 2160p,6GB RAM Snapdragon 675,3300mAh Li-Po
Vivo,"৳23,990.00 ৳21,990.00","2019, July",Android 9.0; Funtouch 9,"6.38"" 1080x2340 pixels",16MP 1080p,6GB RAM MT6768 Helio P65,4500mAh Li-P
Motorola,"৳28,990.00","2019, May",Android 9.0; Android One,"6.3"" 1080x2520 pixels",48MP 2160p,4GB RAM Exynos 9609,3500mAh Li-Po
Nokia,Coming soon,Not announced yet,Android 9.0; Android One,"6.22"" 1080x2520 pixels",48MP 2160p,6GB RAM,-
Walton,"৳7,999.00",January 2018,Android 8.1 (Oreo),5.45 inches 720x1440 pixels,8MP 1080p,3 GB MediaTek MT6739,3200 mAh Battery
Huawei,"৳18,990.00","2019, March",Android 9.0; EMUI 9,"6.21"" 1080x2340 pixels",24MP 1080p,4GB RAM Hisilicon Kirin 710,3400mAh Li-Ion
Huawei,"৳8,000.00","2019, April",Android 9.0; EMUI 9,"6.09"" 720x1560 pixels",13MP 1080p,3GB RAM MT6761 Helio A22,3020mAh Li-Ion
Samsung,"৳38,990.00","2019, April",Android 9.0; One UI,"6.7"" 1080x2400 pixels",32MP 2160p,8GB RAM Snapdragon 675,4500mAh Li-Po
Vivo,"৳10,990.00 ৳9,990.00","2018, November",Android 8.1; Funtouch 4,"6.22"" 720x1520 pixels",13MP 1080p,2GB RAM MT6761 Helio A22,3260mAh Li-Po
Huawei,"৳26,999.00 ৳21,999.00","2018, December",Android 8.1; EMUI 8.2,"7.12"" 1080x2244 pixels",16MP 1080p,4GB RAM Snapdragon 660,5000mAh Li-Po
Samsung,"৳23,990.00","2019, April",Android 9.0,"5.9"" 1080x2280 pixels",16MP 2160p,4GB RAM Exynos 7885 Octa,3100mAh Li-Po
Honor,"৳26,990.00","2019, April",Android 9.0; EMUI 9,"6.21"" 1080x2340 pixels",24MP 1080p,6GB RAM Hisilicon Kirin 710,3400mAh Li-Po
Xiaomi,"৳43,990.00","Released 2019, March",Android 9.0,"6.39"" 1080x2340 pixels",48MP 2160p,12GB RAM Snapdragon 855,4000mAh Li-Ion
Huawei,"৳89,999.00","2019, March",Android 9.0; EMUI 9.1,"6.47"" 1080x2340 pixels",40MP 2160p,8GB RAM HiSilicon Kirin 980,4200mAh Li-Po
Samsung,"৳7,590.00 ৳6,990.00","2019, April",Android 8.1 Oreo,"5.0"" 540x960 pixels",8MP 1080p,1GB RAM Exynos 7870 Octa,2600mAh Li-Ion
Asus,"৳28,990.00","Released 2019, March",Android 8.0,"6.26"" 1080x2246 pixels",12MP 1080p,3GB RAM Snapdragon SiP 1,4000mAh Li-Po
Asus,"৳29,990.00","Released 2019, March",Android 8.0,"6.26"" 1080x2246 pixels",12MP 1080p,4GB RAM Snapdragon SiP 1,4000mAh Li-Po
Vivo,Coming soon,"2019, March",Android 9.0; Funtouch 9,"6.39"" 1080x2316 pixel",48MP 2160p,8GB RAM Snapdragon 675,4000mAh Li-Po
Oppo,"৳49,990.00","2019, April",Android 9.0; ColorOS 6,"6.4"" 1080x2340 pixels",48MP 2160p,8GB RAM Snapdragon 710,3765mAh Li-Po
Motorola,"৳148,000.00","2020, April 10",Android 9.0,"6.2"" 876x2142 pixels",16MP 2160p,6GB RAM Snapdragon 710,2510mAh Li-Po
Huawei,"৳24,990.00","2019, March",Android 9.0; EMUI 9,"6.15"" 1080x2312 pixels",24MP 1080p,6GB RAM Hisilicon Kirin 710,3340mAh Li-Po
Huawei,"৳13,990.00","2019, March",Android 9.0; EMUI 9,"6.09"" 720x1560 pixels",13MP 1080p,2GB RAM MT6761 Helio A22,3020mAh Li-Ion
Honor,"৳47,990.00","2019, March",Android 9.0; EMUI 9 or Magic UI 2,"6.39"" 1080x2340 pixels",24MP 2160p,8GB RAM HiSilicon Kirin 980,3500mAh Li-Po
Oppo,"৳13,990.00 ৳11,990.00","2019, April",Android 8.1; ColorOS 5.2,"6.2"" 720x1520 pixels",13MP 1080p,4GB RAM MT6765 Helio P35,4230mAh Li-Ion
OnePlus,"৳49,000.00","2019, June",Android 9.0; OxygenOS 9,"6.41"" 1080x2340 pixels",48MP 2160p,8GB RAM Snapdragon 855,3700mAh Li-Po
Vivo,"৳9,990.00","February, 2020",Android 8.1 (Oreo) Funtouch 4.5,6.22 inch 720x1520 pixels,13 MP 1080p,2 GB Qualcomm SDM675 Snapdragon 675,4030mAh Li-Po
Meizu,"৳19,490.00","2019, March",Android 9.0; Flyme 7.2,"6.2"" 1080x2244 pixels",48MP 1080p,6GB RAM Snapdragon 675,4000mAh Li-Ion
Vivo,"৳27,990.00 ৳25,990.00","2019, March",Android 9.0; Funtouch 9,"6.53"" 1080x2340 pixels",12MP 2160p,6GB RAM Helio P70,4000mAh Li-Po
Oppo,"৳25,990.00 ৳22,990.00","2019, March",Android 9.0; ColorOS 6,"6.53"" 1080x2340 pixels",48MP 1080p,6GB RAM Helio P70,4020mAh Li-Po
Samsung,"৳24,500.00","2019, June",Android 9.0; One UI,"6.3"" 1080x2340 pixels",32MP 2160p,6GB RAM Snapdragon 675,3500mAh Li-Po
Huawei,Coming soon,"2019, June",Android 9.0; Magic 2.1,"6.26"" 1080x2340 pixels",48MP 2160p,6GB RAM HiSilicon Kirin 980,3750mAh Li-Po
Huawei,"৳24,990.00",October 2017,Android 7.0 Nougat,5.50-inch,16 Megapixel,4 GB RAM,3340 mAh Battery
Realme,"৳17,490.00 ৳14,990.00","2019, March",Android 9.0,"6.22"" 720x1520 pixels",13MP 1080p,4GB RAM MT6771 Helio P60,4230mAh Li-Ion
Vivo,Coming soon,"2019, March",Android 9.0; Funtouch 9,"6.41"" 1080x2340 pixels",13MP 2160p,12GB RAM Snapdragon 855,4000mAh Li-Ion
Sony,"৳33,990.00","2019, February",Android 9.0,"6.0"" 1080x2520 pixels",13MP 2160p,4GB RAM Snapdragon 630,2870mAh Li-Ion
Sony,"৳19,990.00","2019, February",Android 8.0,"5.7"" 720x1570 pixels",13MP 1080p,3GB RAM MT6762 Helio P22,3300mAh Li-Ion
ZTE,"৳84,000.00","2019, May",Android 9.0; MiFavor 9.1,"6.47"" 1080x2340 pixels",48MP 2160p,12GB RAM Snapdragon 855,4000mAh Li-Ion
Sony,"৳89,990.00","2019, June",Android 9.0,"6.5"" 1644x3840 pixels",12MP 2160p,6GB RAM Snapdragon 855,3330mAh Li-Ion
Sony,"৳41,490.00","2019, February",Android 9.0 (Pie),"6.5"" 1080x2520 pixels",12MP 2160p,4GB RAM Snapdragon 636,3000mAh Li-Ion
LG,"৳89,990.00","2019, May",Android 9.0,"6.4"" 1440x3120 pixels",16MP 2160p,6GB RAM Snapdragon 855,4000mAh Li-Po
Nokia,"৳59,990.00","2019, February",Android 9.0; Android One,"5.99"" 1440x2880 pixels",12MP 2160p,6GB RAM Snapdragon 845,3320mAh Li-Po
Nokia,"৳13,999.00","2019, May",Android 9.0; Android One,"5.71"" 720x1520 pixels",13MP 1080p,3GB RAM Snapdragon 439,3000mAh Li-Ion
Nokia,"৳13,499.00","2019, June",Android 9.0; Android One,"6.26"" 720x1520 pixels",13MP 1080p,3GB RAM Snapdragon 429,4000mAh Li-Ion
Huawei,"৳270,000.00","2019, November",Android 9.0; EMUI 9.1,"8.0"" 2038x2480 pixels",40MP 2160p,8GB RAM HiSilicon Kirin 980,4500mAh Li-Po
Xiaomi,"৳57,990.00","2019, May",Android 9.0; MIUI 10,"6.39"" 1080x2340 pixels",12MP 2160p,6GB RAM Snapdragon 855,3800mAh Li-Po
Archos,"৳28,990.00","Exp. release 2019, May",Android 9.0,"6.39"" 1080x2340 pixels",16MP 1080p,4GB RAM Helio P70,3400mAh Li-Po
Samsung,"৳68,000.00","2019, April",Android 9.0; One UI,"6.7"" 1440x3040 pixels",16MP 2160p,8GB RAM Exynos 9820,4500mAh Li-Ion
Xiaomi,"৳23,000.00","2019, March",Android 9.0; MIUI 10,"5.97"" 1080x2340 pixels",48MP 2160p,6GB RAM Snapdragon 712,3070mAh Li-Po
Xiaomi,"৳49,990.00","2019, June",Android 9.0; MIUI 10,"6.39"" 1080x2340 pixels",48MP 2160p,8/12GB RAM Snapdragon 855,3300mAh Li-Po
LG,Coming soon,"Exp. release 2019, Q1",Android 9.0,"6.26"" 720x1520 pixels",16MP 1080p,3GB RAM,3500mAh Li-Ion
HTC,"৳62,990.00","2017, December",Android 8.0; Sense UI,"6.0"" 1440x2880 pixels",12MP 2160p,6GB RAM Snapdragon 835,3930mAh Li-Ion
BlackBerry,"৳28,000.00","2016, August",Android 6.0,"5.2"" 1080x1920 pixels",13MP 1080p,3GB RAM Snapdragon 617,2610mAh Li-Ion
BlackBerry,"৳45,400.00","2016, October",Android 6.0,"5.5"" 1440x2560 pixels",21MP 2160p,4GB RAM Snapdragon 820,3000mAh Li-Ion
BlackBerry,"৳39,990.00","2017, April","Android 7.1, up to Android 8.0","4.5"" 1080x1620 pixels",12MP 2160p,4GB RAM Snapdragon 625,3500mAh Li-Ion
Asus,"৳47,500.00","2017, October",Android 7.1.1; ZenUI 4,"5.5"" 1080x1920 pixels",12MP 2160p,6GB RAM Snapdragon 630,3300mAh Li-Ion
BlackBerry,"৳48,500.00","2017, December",Android 7.1,"5.5"" 1080x1920 pixels",12MP 2160p,4GB RAM Snapdragon 625,4000mAh Li-Ion
Symphony,"৳5,690.00","June, 2018",Android 8.1 (Oreo); Android One,5.45 inches 720 x 1440 pixels,5 MP 720p,1 GB,2500 mAh Li-Po
Asus,"৳56,900.00","2017, October","Android 7.1.1, up to Android 8; ZenUI 4","5.5"" 1080x1920 pixels",16MP 2160p,6GB RAM Snapdragon 835,3600mAh Li-Ion
Asus,"৳31,800.00","2017, September",Android 7; ZenUI 3,"5.2"" 1080x1920 pixels",23MP 2160p,4GB RAM Snapdragon 820,3000mAh Li-Ion
BlackBerry,"৳21,500.00","2017, March",Android 7.0,"5.5"" 720x1280 pixels",13MP 1080p,4GB RAM Snapdragon 425,3000mAh Li-Ion
Samsung,"৳66,490.00","2019, April",Android 9.0; One UI,"10.5"" 1600x2560 pixels",13MP 2160p,6GB RAM Snapdragon 670,7040mAh Li-Po
Asus,"৳23,990.00","2017, December",Android 7; ZenUI 4,"5.7"" 1080x2160 pixels",16MP 1080p,4GB RAM MT6750T,4130mAh Li-Po
Asus,"৳47,800.00","2018, May","Android 8.0, up to Android 9.0; ZenUI 5","6.2"" 1080x2246 pixels",12MP 2160p,6GB RAM Snapdragon 636,3300mAh Li-Ion
Asus,"৳22,900.00","2018, May",Android 8; ZenUI 5,"5.5"" 720x1440 pixels",16MP 1080p,3GB RAM Snapdragon 425,4000mAh Li-Po
Asus,"৳48,500.00","2018, June","Android 8.0, up to Android 9.0; ZenUI 5","6.2"" 1080x2246 pixels",12MP 2160p,8GB RAM Snapdragon 845,3300mAh Li-Ion
Asus,"৳12,500.00","2018, May",Android 8.1,"5.99"" 1080x2160 pixels",16MP 2160p,6GB RAM Snapdragon 636,5000mAh Li-Po
Apple,"৳32,500.00","2012, September","iOS 6, up to iOS 10.3.3","4.0"" 640x1136 pixels",8MP 1080p,1GB RAM Apple A6,1440mAh Li-Po
Samsung,"৳22,990.00 ৳20,990.00","2019, March",Android 9.0,"6.4"" 1080x2340 pixels",16MP 1080p,4GB RAM Exynos 7904 Octa,4000mAh Li-Po
Samsung,"৳11,999.00","2019, March",Android 9.0,"6.2"" 720x1520 pixels",13MP 1080p,2GB RAM Exynos 7884 Octa,3400mAh Li-Ion
Energizer,Coming soon,"Exp. release 2019, June",Android 9.0,"6.2"" 1080x2280 pixels",12MP 1080p,6GB RAM Helio P70,18000mAh Li-Po
